order_id,order_created_at,website_session_id,user_id_x,primary_product_id,items_purchased,order_price_usd,order_cogs_usd,session_created_at,user_id_y,is_repeat_session,utm_source,utm_campaign,utm_content,device_type,http_referer,order_item_id,order_item_created_at,product_id,is_primary_item,item_price_usd,item_cogs_usd,order_item_refund_id,refund_created_at,refund_amount_usd,product_launched_at,product_name
760,2012-08-26 14:52:41,22249,20472,1,1,49.99,19.49,2012-08-26 14:41:47,20472,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,760,2012-08-26 14:52:41,1,1,49.99,19.49,49.0,2012-09-08 09:52:41,49.99,2012-03-19 08:00:00,The Original Mr. Fuzzy
761,2012-08-26 14:59:16,22247,20470,1,1,49.99,19.49,2012-08-26 14:40:04,20470,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,761,2012-08-26 14:59:16,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
762,2012-08-26 19:09:43,22272,20493,1,1,49.99,19.49,2012-08-26 18:50:06,20493,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,762,2012-08-26 19:09:43,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
763,2012-08-26 19:14:57,22274,20495,1,1,49.99,19.49,2012-08-26 18:59:16,20495,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,763,2012-08-26 19:14:57,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
764,2012-08-27 00:57:50,22318,20535,1,1,49.99,19.49,2012-08-27 00:40:59,20535,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,764,2012-08-27 00:57:50,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
765,2012-08-27 01:04:07,22319,20536,1,1,49.99,19.49,2012-08-27 00:44:17,20536,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,765,2012-08-27 01:04:07,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
766,2012-08-27 10:41:02,22397,20603,1,1,49.99,19.49,2012-08-27 10:23:56,20603,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,766,2012-08-27 10:41:02,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
767,2012-08-27 11:40:25,22416,20621,1,1,49.99,19.49,2012-08-27 11:28:41,20621,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,767,2012-08-27 11:40:25,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
768,2012-08-27 12:05:19,22423,20628,1,1,49.99,19.49,2012-08-27 11:50:22,20628,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,768,2012-08-27 12:05:19,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
769,2012-08-27 15:03:55,22475,20672,1,1,49.99,19.49,2012-08-27 14:43:41,20672,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,769,2012-08-27 15:03:55,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
770,2012-08-27 17:33:06,22514,20709,1,1,49.99,19.49,2012-08-27 17:18:41,20709,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,770,2012-08-27 17:33:06,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
771,2012-08-28 00:12:14,22589,12526,1,1,49.99,19.49,2012-08-27 23:56:16,12526,1,gsearch,brand,g_ad_2,mobile,https://www.gsearch.com,771,2012-08-28 00:12:14,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
772,2012-08-28 06:19:43,22614,20801,1,1,49.99,19.49,2012-08-28 06:00:42,20801,0,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com,772,2012-08-28 06:19:43,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
773,2012-08-28 09:32:22,22638,20824,1,1,49.99,19.49,2012-08-28 09:10:40,20824,0,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com,773,2012-08-28 09:32:22,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
774,2012-08-28 13:27:46,22703,20886,1,1,49.99,19.49,2012-08-28 13:07:42,20886,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,774,2012-08-28 13:27:46,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
775,2012-08-28 14:49:40,22727,20909,1,1,49.99,19.49,2012-08-28 14:32:26,20909,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,775,2012-08-28 14:49:40,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
776,2012-08-28 16:12:31,22760,20941,1,1,49.99,19.49,2012-08-28 16:00:18,20941,0,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com,776,2012-08-28 16:12:31,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
777,2012-08-28 18:01:45,22791,20970,1,1,49.99,19.49,2012-08-28 17:47:15,20970,0,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com,777,2012-08-28 18:01:45,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
778,2012-08-28 18:42:21,22798,20977,1,1,49.99,19.49,2012-08-28 18:24:26,20977,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,778,2012-08-28 18:42:21,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
779,2012-08-28 18:45:25,22801,13776,1,1,49.99,19.49,2012-08-28 18:29:31,13776,1,gsearch,brand,g_ad_2,desktop,https://www.gsearch.com,779,2012-08-28 18:45:25,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
780,2012-08-28 21:36:40,22834,21009,1,1,49.99,19.49,2012-08-28 21:13:44,21009,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,780,2012-08-28 21:36:40,1,1,49.99,19.49,47.0,2012-09-01 10:36:40,49.99,2012-03-19 08:00:00,The Original Mr. Fuzzy
781,2012-08-28 21:52:47,22839,21014,1,1,49.99,19.49,2012-08-28 21:34:35,21014,0,,,,desktop,https://www.gsearch.com,781,2012-08-28 21:52:47,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
782,2012-08-29 02:38:05,22875,21048,1,1,49.99,19.49,2012-08-29 02:19:18,21048,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,782,2012-08-29 02:38:05,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
783,2012-08-29 07:49:36,22907,8355,1,1,49.99,19.49,2012-08-29 07:36:59,8355,1,,,,desktop,https://www.gsearch.com,783,2012-08-29 07:49:36,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
784,2012-08-29 09:30:50,22926,21097,1,1,49.99,19.49,2012-08-29 09:15:24,21097,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,784,2012-08-29 09:30:50,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
785,2012-08-29 10:08:39,22942,21113,1,1,49.99,19.49,2012-08-29 09:55:42,21113,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,785,2012-08-29 10:08:39,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
786,2012-08-29 13:08:59,23003,21167,1,1,49.99,19.49,2012-08-29 12:51:34,21167,0,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com,786,2012-08-29 13:08:59,1,1,49.99,19.49,48.0,2012-09-03 21:08:59,49.99,2012-03-19 08:00:00,The Original Mr. Fuzzy
787,2012-08-29 15:13:28,23043,21201,1,1,49.99,19.49,2012-08-29 15:00:23,21201,0,,,,desktop,https://www.gsearch.com,787,2012-08-29 15:13:28,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
788,2012-08-29 16:37:41,23066,21224,1,1,49.99,19.49,2012-08-29 16:23:33,21224,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,788,2012-08-29 16:37:41,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
789,2012-08-29 17:21:09,23077,21233,1,1,49.99,19.49,2012-08-29 17:06:17,21233,0,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com,789,2012-08-29 17:21:09,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
790,2012-08-29 18:57:10,23100,21256,1,1,49.99,19.49,2012-08-29 18:41:24,21256,0,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com,790,2012-08-29 18:57:10,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
791,2012-08-29 21:26:32,23135,21290,1,1,49.99,19.49,2012-08-29 21:10:52,21290,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,791,2012-08-29 21:26:32,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
792,2012-08-30 03:56:59,23186,21339,1,1,49.99,19.49,2012-08-30 03:38:47,21339,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,792,2012-08-30 03:56:59,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
793,2012-08-30 10:36:14,23239,16426,1,1,49.99,19.49,2012-08-30 10:16:10,16426,1,,,,mobile,,793,2012-08-30 10:36:14,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
794,2012-08-30 11:12:49,23256,21399,1,1,49.99,19.49,2012-08-30 10:57:11,21399,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,794,2012-08-30 11:12:49,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
795,2012-08-30 14:26:05,23309,21447,1,1,49.99,19.49,2012-08-30 14:03:17,21447,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,795,2012-08-30 14:26:05,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
796,2012-08-30 14:56:12,23323,21460,1,1,49.99,19.49,2012-08-30 14:45:03,21460,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,796,2012-08-30 14:56:12,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
797,2012-08-30 16:44:35,23353,21488,1,1,49.99,19.49,2012-08-30 16:30:31,21488,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,797,2012-08-30 16:44:35,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
798,2012-08-30 16:55:49,23357,21492,1,1,49.99,19.49,2012-08-30 16:43:42,21492,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,798,2012-08-30 16:55:49,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
799,2012-08-30 16:59:18,23358,21493,1,1,49.99,19.49,2012-08-30 16:46:47,21493,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,799,2012-08-30 16:59:18,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
800,2012-08-30 17:48:10,23368,21502,1,1,49.99,19.49,2012-08-30 17:36:11,21502,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,800,2012-08-30 17:48:10,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
801,2012-08-30 21:00:35,23399,21530,1,1,49.99,19.49,2012-08-30 20:52:26,21530,0,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com,801,2012-08-30 21:00:35,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
802,2012-08-31 06:26:18,23460,15152,1,1,49.99,19.49,2012-08-31 06:07:09,15152,1,,,,desktop,,802,2012-08-31 06:26:18,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
803,2012-08-31 11:57:46,23526,21646,1,1,49.99,19.49,2012-08-31 11:46:17,21646,0,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com,803,2012-08-31 11:57:46,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
804,2012-08-31 21:14:56,23648,21760,1,1,49.99,19.49,2012-08-31 20:54:29,21760,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,804,2012-08-31 21:14:56,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
805,2012-09-01 13:07:47,23710,16060,1,1,49.99,19.49,2012-09-01 12:49:03,16060,1,bsearch,brand,b_ad_2,desktop,https://www.bsearch.com,805,2012-09-01 13:07:47,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
806,2012-09-01 13:15:01,23712,21814,1,1,49.99,19.49,2012-09-01 13:03:09,21814,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,806,2012-09-01 13:15:01,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
807,2012-09-01 16:18:27,23733,21833,1,1,49.99,19.49,2012-09-01 16:00:49,21833,0,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com,807,2012-09-01 16:18:27,1,1,49.99,19.49,56.0,2012-09-15 19:18:27,49.99,2012-03-19 08:00:00,The Original Mr. Fuzzy
808,2012-09-01 16:59:10,23739,21839,1,1,49.99,19.49,2012-09-01 16:39:29,21839,0,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com,808,2012-09-01 16:59:10,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
809,2012-09-01 20:13:39,23754,21853,1,1,49.99,19.49,2012-09-01 19:47:51,21853,0,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com,809,2012-09-01 20:13:39,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
810,2012-09-01 21:59:10,23763,21862,1,1,49.99,19.49,2012-09-01 21:42:07,21862,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,810,2012-09-01 21:59:10,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
811,2012-09-02 23:36:09,23876,21964,1,1,49.99,19.49,2012-09-02 23:22:09,21964,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,811,2012-09-02 23:36:09,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
812,2012-09-03 14:05:11,23972,12775,1,1,49.99,19.49,2012-09-03 13:48:23,12775,1,,,,desktop,,812,2012-09-03 14:05:11,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
813,2012-09-03 14:10:41,23971,22045,1,1,49.99,19.49,2012-09-03 13:48:16,22045,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,813,2012-09-03 14:10:41,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
814,2012-09-03 14:55:56,23981,22053,1,1,49.99,19.49,2012-09-03 14:37:30,22053,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,814,2012-09-03 14:55:56,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
815,2012-09-03 15:51:27,23997,22067,1,1,49.99,19.49,2012-09-03 15:46:09,22067,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,815,2012-09-03 15:51:27,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
816,2012-09-03 16:28:29,24004,22074,1,1,49.99,19.49,2012-09-03 16:10:50,22074,0,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com,816,2012-09-03 16:28:29,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
817,2012-09-03 17:17:26,24011,22080,1,1,49.99,19.49,2012-09-03 17:02:03,22080,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,817,2012-09-03 17:17:26,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
818,2012-09-03 18:09:54,24019,22087,1,1,49.99,19.49,2012-09-03 17:53:20,22087,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,818,2012-09-03 18:09:54,1,1,49.99,19.49,53.0,2012-09-14 09:09:54,49.99,2012-03-19 08:00:00,The Original Mr. Fuzzy
819,2012-09-04 08:08:59,24102,22161,1,1,49.99,19.49,2012-09-04 07:53:29,22161,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,819,2012-09-04 08:08:59,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
820,2012-09-04 10:10:10,24120,22179,1,1,49.99,19.49,2012-09-04 09:49:30,22179,0,bsearch,nonbrand,b_ad_1,mobile,https://www.bsearch.com,820,2012-09-04 10:10:10,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
821,2012-09-04 10:15:24,24121,22180,1,1,49.99,19.49,2012-09-04 10:01:15,22180,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,821,2012-09-04 10:15:24,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
822,2012-09-04 12:06:19,24151,22207,1,1,49.99,19.49,2012-09-04 11:50:45,22207,0,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com,822,2012-09-04 12:06:19,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
823,2012-09-04 14:09:10,24177,22228,1,1,49.99,19.49,2012-09-04 13:54:28,22228,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,823,2012-09-04 14:09:10,1,1,49.99,19.49,51.0,2012-09-13 07:09:10,49.99,2012-03-19 08:00:00,The Original Mr. Fuzzy
824,2012-09-04 14:20:43,24180,22230,1,1,49.99,19.49,2012-09-04 14:05:31,22230,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,824,2012-09-04 14:20:43,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
825,2012-09-04 14:46:33,24189,22238,1,1,49.99,19.49,2012-09-04 14:27:21,22238,0,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com,825,2012-09-04 14:46:33,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
826,2012-09-04 18:10:59,24237,14691,1,1,49.99,19.49,2012-09-04 17:56:16,14691,1,,,,desktop,https://www.gsearch.com,826,2012-09-04 18:10:59,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
827,2012-09-04 21:51:10,24276,22319,1,1,49.99,19.49,2012-09-04 21:32:42,22319,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,827,2012-09-04 21:51:10,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
828,2012-09-04 22:52:04,24284,22327,1,1,49.99,19.49,2012-09-04 22:29:48,22327,0,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com,828,2012-09-04 22:52:04,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
829,2012-09-04 23:33:29,24291,22333,1,1,49.99,19.49,2012-09-04 23:17:00,22333,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,829,2012-09-04 23:33:29,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
830,2012-09-04 23:56:41,24294,22336,1,1,49.99,19.49,2012-09-04 23:42:39,22336,0,gsearch,brand,g_ad_2,desktop,https://www.gsearch.com,830,2012-09-04 23:56:41,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
831,2012-09-05 06:58:23,24320,22360,1,1,49.99,19.49,2012-09-05 06:39:47,22360,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,831,2012-09-05 06:58:23,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
832,2012-09-05 07:15:18,24323,22363,1,1,49.99,19.49,2012-09-05 06:58:49,22363,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,832,2012-09-05 07:15:18,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
833,2012-09-05 13:12:47,24421,22453,1,1,49.99,19.49,2012-09-05 12:55:56,22453,0,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com,833,2012-09-05 13:12:47,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
834,2012-09-05 13:28:43,24430,22461,1,1,49.99,19.49,2012-09-05 13:18:30,22461,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,834,2012-09-05 13:28:43,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
835,2012-09-05 15:21:23,24464,22491,1,1,49.99,19.49,2012-09-05 15:05:30,22491,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,835,2012-09-05 15:21:23,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
836,2012-09-05 15:24:03,24465,22492,1,1,49.99,19.49,2012-09-05 15:11:32,22492,0,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com,836,2012-09-05 15:24:03,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
837,2012-09-05 15:28:31,24466,22493,1,1,49.99,19.49,2012-09-05 15:13:50,22493,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,837,2012-09-05 15:28:31,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
838,2012-09-05 18:00:25,24516,12414,1,1,49.99,19.49,2012-09-05 17:42:29,12414,1,gsearch,brand,g_ad_2,desktop,https://www.gsearch.com,838,2012-09-05 18:00:25,1,1,49.99,19.49,55.0,2012-09-15 09:00:25,49.99,2012-03-19 08:00:00,The Original Mr. Fuzzy
839,2012-09-05 19:05:53,24532,22553,1,1,49.99,19.49,2012-09-05 18:50:48,22553,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,839,2012-09-05 19:05:53,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
840,2012-09-05 19:23:29,24535,22555,1,1,49.99,19.49,2012-09-05 18:59:54,22555,0,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com,840,2012-09-05 19:23:29,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
841,2012-09-06 02:19:20,24593,22606,1,1,49.99,19.49,2012-09-06 02:00:39,22606,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,841,2012-09-06 02:19:20,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
842,2012-09-06 03:22:44,24603,22614,1,1,49.99,19.49,2012-09-06 03:02:54,22614,0,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com,842,2012-09-06 03:22:44,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
843,2012-09-06 03:55:12,24605,22616,1,1,49.99,19.49,2012-09-06 03:46:25,22616,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,843,2012-09-06 03:55:12,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
844,2012-09-06 13:31:11,24690,22694,1,1,49.99,19.49,2012-09-06 13:16:30,22694,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,844,2012-09-06 13:31:11,1,1,49.99,19.49,50.0,2012-09-12 12:31:11,49.99,2012-03-19 08:00:00,The Original Mr. Fuzzy
845,2012-09-06 14:35:48,24711,22714,1,1,49.99,19.49,2012-09-06 14:17:39,22714,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,845,2012-09-06 14:35:48,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
846,2012-09-06 15:26:37,24730,22730,1,1,49.99,19.49,2012-09-06 15:10:59,22730,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,846,2012-09-06 15:26:37,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
847,2012-09-06 17:21:50,24760,22759,1,1,49.99,19.49,2012-09-06 16:58:53,22759,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,847,2012-09-06 17:21:50,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
848,2012-09-06 17:48:43,24766,22764,1,1,49.99,19.49,2012-09-06 17:33:33,22764,0,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com,848,2012-09-06 17:48:43,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
849,2012-09-06 19:57:16,24794,22790,1,1,49.99,19.49,2012-09-06 19:38:22,22790,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,849,2012-09-06 19:57:16,1,1,49.99,19.49,58.0,2012-09-19 19:57:16,49.99,2012-03-19 08:00:00,The Original Mr. Fuzzy
850,2012-09-06 21:11:36,24809,16687,1,1,49.99,19.49,2012-09-06 20:50:55,16687,1,,,,desktop,https://www.gsearch.com,850,2012-09-06 21:11:36,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
851,2012-09-06 21:14:43,24810,19279,1,1,49.99,19.49,2012-09-06 20:55:12,19279,1,,,,desktop,https://www.gsearch.com,851,2012-09-06 21:14:43,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
852,2012-09-06 21:24:26,24814,22805,1,1,49.99,19.49,2012-09-06 21:11:10,22805,0,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com,852,2012-09-06 21:24:26,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
853,2012-09-07 05:03:00,24854,22837,1,1,49.99,19.49,2012-09-07 04:46:16,22837,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,853,2012-09-07 05:03:00,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
854,2012-09-07 09:31:35,24890,22873,1,1,49.99,19.49,2012-09-07 09:14:46,22873,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,854,2012-09-07 09:31:35,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
855,2012-09-07 12:09:34,24940,22917,1,1,49.99,19.49,2012-09-07 12:00:29,22917,0,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com,855,2012-09-07 12:09:34,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
856,2012-09-07 12:12:54,24939,22916,1,1,49.99,19.49,2012-09-07 11:57:23,22916,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,856,2012-09-07 12:12:54,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
857,2012-09-07 14:23:35,24976,22950,1,1,49.99,19.49,2012-09-07 14:04:36,22950,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,857,2012-09-07 14:23:35,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
